Supply and demand series;;;;;;;;;;;;;;;;;;;;;;
Argentina - Production;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1989;2649,55;;-1067,89;;;;;;1581,66;;499,80;679,72;120,42;1919,67;-592,70;-265,20;;;159,60;49,96;2571,28;4152,94
1990;39,51;;-771,18;;;;;;-731,67;;409,40;382,11;-326,19;-1045,71;-1258,48;-272,00;;;88,82;449,65;-1572,39;-2304,06
1991;948,26;;1055,94;;;;;;2004,20;;-877,28;888,99;-476,74;-2661,79;-693,07;-217,60;;;-500,00;440,00;-4097,49;-2093,29
1992;-1748,35;;-1049,99;;;;;;-2798,33;;-877,28;-1481,65;-836,39;-1555,60;-911,93;;;;-400,01;-300,00;-6362,86;-9161,19
1993;-7655,22;;-225,40;;;;;;-7880,62;;-1058,59;-1824,76;-1112,39;-604,95;-72,96;;;;-4950,00;460,00;-9163,65;-17044,27
1994;5827,84;;1055,94;;;;;;6883,78;;-345,06;-552,98;-326,19;-630,88;-255,34;;;;240,01;-40,00;-1910,44;4973,34
1995;1027,28;;118,65;;;;;;1145,92;;;-397,71;-16,73;-302,48;-583,64;39,98;;;1720,00;120,00;579,43;1725,35
1996;-730,95;;-664,43;;;;;;-1395,39;;40,94;-338,30;-75,27;-248,34;305,26;-39,98;62,10;;1320,01;-1800,00;-773,59;-2168,98
1997;217,31;;462,71;;;;;;680,02;;;-272,94;-125,46;-1037,06;-1304,07;-81,60;;;1080,00;-20,00;-1761,13;-1081,11
1998;-2666,97;;-557,61;;;;;;-3224,59;;17,55;-545,87;100,37;-51,86;-300,94;-229,99;;;-50,00;-379,99;-1440,74;-4665,33
1999;1936,04;;106,75;;;;;;2042,78;;-263,19;-140,36;158,91;155,56;911,93;-40,80;;;170,01;-170,01;782,05;2824,83
2000;1347,52;;;;;;;;1347,52;;513,94;226,15;1538,96;2998,86;565,41;169,99;;;-3040,02;4620,03;7593,32;8940,84
2001;-462,59;;-500,33;;;;;;-962,92;;67,30;998,17;-41,81;-449,39;45,60;-292,40;;;170,01;2990,02;3487,50;2524,58
2002;-285,88;;489,60;;;;;;203,72;;-24,48;-389,91;66,91;-674,10;136,79;-40,80;;;100,01;-50,00;-875,58;-671,87
2003;600,21;;-90,36;;;;;;509,85;;260,13;-695,27;-233,12;395,83;11,30;70,79;;;-110,00;-97,30;-397,65;112,20
2004;1590,84;;181,37;;;;;;1772,21;;-64,62;-293,39;169,27;-32,68;-135,22;166,40;;;145,24;-717,14;-762,12;1010,09
2005;-1668,50;320,74;0,00;;;;;;-1347,76;;-70,85;4144,16;330,38;2304,56;1523,49;0,00;;;429,94;890,14;9551,84;8204,07
2006;-1330,00;;-170,00;;-20,00;;;;-1520,00;;50,00;-360,00;-80,00;-810,00;-50,00;;;;;16,99;-1233,01;-2753,01
2007;-184,36;-202,52;410,83;;;;;;23,95;;28,62;37,00;-12,27;-282,18;-74,42;;;;;16,99;-286,26;-262,31
2008;-1164,36;56,44;-290,92;;;;;;-1398,84;;-303,64;12,02;143,96;224,58;99,13;;;;;-252,23;-76,19;-1475,03
2009;-8387,69;-307,10;458,96;;;;;;-8235,83;;-1636,32;-4066,16;-834,18;-5008,30;-1752,48;;;;;-1690,18;-14987,61;-23223,44
2010;1729,74;8,30;-7,32;;;;;;1730,72;;346,22;;;1276,65;922,80;;;;;;2545,67;4276,39
2011;-3636,19;-21,58;862,37;;;;;;-2795,40;;329,55;-240,81;-46,91;-2713,73;-1786,02;;;;754,36;-157,13;-3860,70;-6656,10
2012;3602,93;90,47;421,74;;;;;;4115,13;;-160,03;514,03;-119,69;561,71;1536,22;;;;-446,73;11,43;1896,95;6012,08
2013;-1169,02;-11,62;421,74;;;;;;-758,91;;101,03;-315,69;-165,32;572,36;-284,40;;;;34,50;-20,11;-77,63;-836,54
2014;1761,08;-74,70;663,63;;;;;;2350,01;;-44,00;-142,12;106,44;-105,52;-152,91;;;;-365,65;-17,82;-721,58;1628,43
2015;-2297,52;-80,51;707,86;;;;;;-1670,17;;-5,94;375,65;-129,43;-806,45;359,82;;;;697,19;127,98;618,83;-1051,33
2016;637,28;-83,00;111,94;;;;;;666,22;;300,08;-620,53;62,86;-80,92;542,28;;;;-242,19;108,61;70,19;736,41
2017;-783,98;83,00;940,27;;;;;;239,29;;-385,00;346,25;-68,36;86,37;-1016,04;;;;-70,41;-62,43;-1169,63;-930,33
2018;-308,43;-83,00;619,83;;;;;;228,40;;245,30;481,27;84,70;-107,24;124,44;;;;-328,77;-204,75;294,95;523,35
2019;3726,24;182,60;1597,26;;;;;;5506,11;;-66,00;292,72;-34,01;1589,79;470,09;;;;50,36;-63,79;2239,15;7745,26
2020;-1508,50;-190,90;;;;;;;-1699,40;;44,00;636,96;227,13;2502,55;-166,08;;;;-134,52;23,90;3133,94;1434,54
2021;1795,46;;;;;;;;1795,46;;-110,00;-611,00;36,19;-2031,02;386,20;;;;234,51;-60,76;-2155,88;-360,42
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Unused;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;14093,19;;;;;;;14093,19;;;;;;;;;149,88;;;149,88;14243,07
1971;;14342,19;;;;;;;14342,19;;;;;;;;;;;;;14342,19
1972;;14093,19;;;;;;;14093,19;;;;;;;;;;;;;14093,19
1973;;15636,97;;;;;;;15636,97;;;;;;;;;51,35;;;51,35;15688,32
1974;;14026,79;;;;;;;14026,79;;;;;;;;;;;;;14026,79
1975;;19438,31;;;;;;;19438,31;;;;;;;;;399,69;;;399,69;19838,00
1976;;26601,10;;;;;;;26601,10;;;;;;;;;;;;;26601,10
1977;;27447,69;;;;;;;27447,69;;;;;;;;;;;;;27447,69
1978;;31697,23;;;;;;;31697,23;;;;;;;;;;;;;31697,23
1979;;32643,41;;;;;;;32643,41;;;;;;;;;42,49;;;42,49;32685,91
1980;;29240,46;;;;;;;29240,46;;;;;;;;;;;;;29240,46
1981;;26617,70;;;;;;;26617,70;;;;;;;;;51,35;;;51,35;26669,05
1982;;29099,37;;;;;;;29099,37;;;;;;;;;34,00;;;34,00;29133,37
1983;;26800,30;;;;;;;26800,30;;;;;;;;;391,00;;;391,00;27191,30
1984;;31987,72;;;;;;;31987,72;;;;;;;;;411,40;;;411,40;32399,12
1985;;32303,12;;;;;;;32303,12;;;;;;;;;94,37;;;94,37;32397,49
1986;;24667,23;;;;;;;24667,23;;;;;;;;;180,41;;;180,41;24847,65
1987;;21231,08;;;;;;;21231,08;;;;;;;;;182,75;;;182,75;21413,83
1988;;26003,51;;;;;;;26003,51;;;;;;;;;245,64;;;245,64;26249,15
1989;;23662,95;;;;;;;23662,95;;;;;;;;;417,35;;;417,35;24080,30
1990;;23239,99;;;;;;;23239,99;;;;;;;;;566,94;;;566,94;23806,93
1991;;19940,04;;;;;;;19940,04;;;;;;;;;444,55;;;444,55;20384,59
1992;;19410,01;;;;;;;19410,01;;;;;;;;;510,00;;;510,00;19920,01
1993;;23090,01;;;;;;;23090,01;;;;;;;;;204,01;;;204,01;23294,01
1994;;27900,03;;;;;;;27900,03;;;;;;;;;263,50;;;263,50;28163,54
1995;;26279,98;;;;;;;26279,98;;;;;;;;;942,84;;;942,84;27222,82
1996;;28059,97;;;;;;;28059,97;;;;;;;;;79,90;;;79,90;28139,87
1997;;16110,00;;;;;;;16110,00;;;;;;;;;685,95;;;685,95;16795,95
1998;;10390,03;;;;;;;10390,03;;;;;;;;;426,10;;;426,10;10816,13
1999;;7270,03;;;;;;;7270,03;;;;;;;;;492,16;;;492,16;7762,18
2000;0,00;20629,68;0,00;0,00;;;0,00;0,00;20629,68;;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;20629,68
2001;0,00;27750,92;0,00;0,00;;;0,00;0,00;27750,92;;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;27750,92
2002;0,00;27903,76;0,00;0,00;;;0,00;0,00;27903,76;;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;27903,76
2003;0,00;24184,51;0,00;0,00;;;0,00;0,00;24184,51;;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;24184,51
2004;0,00;15082,82;0,00;0,00;;;0,00;0,00;15082,82;;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;15082,82
2005;0,00;11044,06;0,00;0,00;;;0,00;0,00;11044,06;;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;11044,06
2006;0,00;7752,05;0,00;0,00;;;0,00;0,00;7752,05;;0,00;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;;7752,05
2007;;9106,19;;;;;;;9106,19;;;;;;;;;;;;;9106,19
2008;;9146,67;;;;;;;9146,67;;;;;;;;;;;;;9146,67
2009;;10493,90;;;;;;;10493,90;;;;;;;;;;;;;10493,90
2010;;12629,58;;;;;;;12629,58;;;;;;;;;;;;;12629,58
2011;;11172,88;;;;;;;11172,88;;;;;;;;;;;;;11172,88
2012;;7702,58;;;;;;;7702,58;;;;;;;;;;;;;7702,58
2013;;4269,77;;;;;;;4269,77;;;;;;;;;;;;;4269,77
2014;;2485,46;;;;;;;2485,46;;;;;;;;;;;;;2485,46
2015;;2539,16;;;;;;;2539,16;;;;;;;;;;;;;2539,16
2016;;1361,65;;;;;;;1361,65;;;;;;;;;;;;;1361,65
2017;;2168,84;;;;;;;2168,84;;;;;;;;;;;;;2168,84
2018;;3329,25;;;;;;;3329,25;;;;;;;;;;;;;3329,25
2019;;3805,08;;;;;;;3805,08;;;;;;;;;;;;;3805,08
2020;;1723,15;;;;;;;1723,15;;;;;;;;;;;;;1723,15
2021;;1414,61;;;;;;;1414,61;;;;;;;;;;;;;1414,61
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Total supply;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;218520,00;53683,60;10018,89;1670,00;;10230,40;3459,99;8670,00;306252,89;18680,00;9863,52;43249,23;11983,51;53089,20;84130,17;1115,19;3392,95;7820,25;3620,01;10439,99;247384,02;311713,73
1971;237768,73;58024,43;9339,09;1660,00;;9630,10;3270,00;8580,00;328272,37;20316,72;10736,88;45232,88;11741,35;56558,70;90516,75;945,19;3529,45;8476,81;4440,00;11650,01;264144,75;329384,74
1972;239579,66;66855,50;7548,42;1620,02;;9068,90;4280,00;6839,99;335792,49;21763,51;10872,66;48109,00;11585,20;57611,40;91369,03;700,39;2417,96;8335,70;4040,01;11330,00;268134,86;338602,72
1973;245789,15;75437,57;8446,00;3220,25;;6929,90;5940,01;5880,00;351642,88;22988,91;10807,21;51795,45;11492,58;59307,91;88312,90;1489,19;2001,97;8226,88;4749,93;12079,99;273252,92;352474,47
1974;238710,07;74142,79;11758,07;5370,00;4540,39;9988,90;5470,01;6149,99;356130,23;24116,22;10643,59;53608,44;12983,90;59229,60;85655,12;1128,79;3477,45;9478,67;5519,28;14900,00;280741,07;364095,12
1975;226949,61;82841,06;13425,84;5590,09;8770,18;5920,20;5330,00;5700,00;354526,97;25333,81;10831,52;47542,96;13297,51;59526,71;79209,31;204,00;1930,47;8073,86;4170,01;15350,00;265470,16;361185,58
1976;236429,18;88501,58;11599,77;5390,09;9050,12;5710,01;5310,00;5150,00;367140,74;26064,71;10925,02;48654,47;12809,23;63857,99;82737,75;734,39;2001,97;9330,19;3610,00;15439,98;276165,69;371948,31
1977;249910,06;90402,25;11143,16;6200,00;6528,67;6089,99;5700,00;5919,99;381894,12;27945,09;10648,27;49596,64;13165,19;68599,50;87636,85;571,20;2112,47;9564,30;3929,93;16430,00;290199,42;382452,96
1978;255580,15;87414,30;11308,97;8330,00;10683,27;7619,90;5270,00;6110,00;392316,59;28813,26;11184,94;53037,07;13276,34;66981,29;81803,88;1679,59;3236,95;10058,77;3989,99;15630,01;289692,09;391668,56
1979;261299,98;95680,97;11650,67;11460,00;9629,78;5549,90;5369,99;6379,99;407021,30;32371,07;12002,09;56651,47;13349,12;74646,25;82033,70;1346,39;2138,47;8396,36;4369,99;17500,00;304804,91;413122,35
1980;270869,98;109267,87;11335,07;16279,99;8369,55;6279,00;6730,00;6000,00;435131,47;35167,11;12518,61;62799,19;14623,84;71574,83;66966,28;571,20;2411,46;7905,89;2380,01;18099,99;295018,40;419716,89
1981;269159,99;114090,10;9289,04;15790,00;10359,81;5310,70;7510,00;7510,00;439019,63;34647,51;11371,93;66967,02;13672,00;70349,37;63817,54;639,19;1839,47;7387,26;2749,99;15199,99;288641,27;414862,51
1982;261280,56;125560,53;10581,78;18910,00;6689,90;5020,90;5410,00;6790,01;440243,69;36411,65;12365,91;62745,97;12085,40;71809,81;57603,42;1271,59;1507,98;6225,74;3950,00;16980,00;282957,46;414285,85
1983;250100,41;138973,13;7639,82;19799,99;12099,80;5880,00;5780,01;7399,97;447673,12;40032,74;11714,12;61428,86;12483,70;74733,00;50657,66;1040,39;1878,47;5977,56;6140,00;16169,99;282256,51;428124,29
1984;244750,71;149140,47;6784,82;21370,00;15060,45;6710,00;6070,00;7139,99;457026,45;41540,23;12782,78;60455,24;12044,38;75054,90;47518,19;1414,39;1878,47;6371,81;5770,00;13150,00;277980,39;437576,80
1985;235189,53;153456,41;9613,09;22200,00;18069,57;6610,00;5529,99;7050,00;457718,59;41260,91;12161,03;51872,86;10736,99;69921,89;36886,56;1550,39;1800,47;7688,80;6030,00;13299,99;253209,91;421045,51
1986;221028,58;162121,48;11723,86;22610,00;17959,77;4889,80;5369,40;7459,42;453162,30;44868,95;12236,28;53340,28;12050,25;73245,29;44511,19;700,39;1442,98;7129,13;7589,88;15158,94;272273,57;439090,20
1987;218469,08;165051,34;12469,95;23560,00;19640,41;4979,50;5889,82;8129,73;458189,83;47358,74;12653,76;53576,10;12624,47;76638,29;51796,78;815,99;1488,48;7798,81;7059,74;15949,98;287761,14;462338,38
1988;223157,50;191569,44;12613,55;16440,00;17110,05;6200,80;5519,28;6519,88;479130,51;46928,92;12483,23;47810,26;12249,48;76864,50;52689,95;1121,99;2170,97;8114,47;7580,16;15390,70;283404,62;475639,96
1989;232959,54;202392,48;12943,24;14310,00;14460,01;5710,90;4430,00;5730,23;492936,39;44855,79;12612,60;51197,98;11990,12;70888,05;36812,49;897,59;1949,97;8839,90;7088,88;14309,61;261442,98;459565,02
1990;238704,47;180099,93;11472,74;19500,00;22519,94;8733,81;4420,00;7220,00;492670,89;44676,65;13077,42;54805,45;11851,63;67417,67;29483,00;836,39;2028,56;7841,06;7428,89;13458,88;252905,60;447978,89
1991;240739,27;196310,00;10523,62;17690,00;24320,27;8170,31;4420,00;8750,00;510923,47;47126,19;13264,59;52450,41;10772,70;67970,77;36723,81;1026,79;1835,36;8936,83;7159,99;12200,00;259467,45;469943,48
1992;253590,19;199089,96;8784,90;21080,00;21850,26;9845,08;4550,00;7720,00;526510,39;50551,92;16083,59;56918,75;10906,52;74512,90;29382,69;2910,38;2290,75;9004,99;6839,99;15639,99;275042,47;483356,94
1993;250854,04;207459,97;9206,72;25970,00;15530,31;10799,86;5360,00;7430,00;532610,91;54451,15;11825,83;63118,27;11215,99;78168,56;33003,07;-367,20;2415,02;9601,49;2659,98;13670,00;279762,18;489072,97
1994;245352,18;215759,93;14130,33;29739,99;24030,44;11519,85;5860,00;6440,00;552832,72;57199,20;13305,51;60184,07;10670,34;85652,68;24722,69;156,40;2346,02;8938,75;5459,99;15030,00;283665,65;520479,98
1995;231296,21;233140,04;11852,41;29010,00;21860,15;12036,37;7139,99;6500,00;552835,17;59595,67;14387,50;60778,83;8920,34;92393,59;15056,13;148,37;2580,62;9271,36;6640,00;15010,00;284782,41;528791,14
1996;239998,45;256029,94;10464,26;24709,99;21940,28;12239,85;7090,00;6360,00;578832,75;62885,09;14750,11;57540,52;9701,06;95898,44;14514,60;70,04;2635,82;10049,25;8690,01;16430,01;293164,96;544559,83
1997;263635,79;262479,98;9740,55;30300,00;24119,97;9422,48;7840,00;6590,00;614128,77;66780,20;15130,27;61028,37;7455,93;99549,31;16560,82;102,00;2028,59;8707,90;10080,00;16410,00;303833,39;566438,75
1998;271567,60;266189,90;9906,64;28590,00;22369,59;9860,74;8679,99;6510,00;623674,46;70665,94;15510,44;55125,16;9027,18;105227,22;18767,69;939,96;2069,96;10447,46;9820,00;19900,00;317501,00;576789,01
1999;280388,38;284580,02;10393,07;23300,00;20899,65;10079,87;8320,00;7240,00;645200,98;74044,87;15446,10;50337,11;9761,78;107439,63;19305,75;312,80;2415,02;10290,94;10480,00;19709,99;319543,99;589671,21
2000;261746,14;327412,51;7266,63;31308,95;17750,00;6557,14;8840,00;5047,45;665928,83;77575,93;25645,13;36860,28;14031,30;88339,72;11472,75;13696,99;2034,67;13067,25;-532,95;24410,78;306601,85;630725,76
2001;253115,33;318386,85;6319,67;40218,54;20300,00;6062,14;9100,00;4299,32;657801,85;79028,06;23664,43;35765,01;12804,97;92651,52;10047,78;10887,66;2109,33;15563,56;1556,83;23549,18;307628,32;601657,65
2002;249223,15;323760,60;7009,60;38967,39;17160,00;6872,14;6760,00;4109,79;653862,67;77837,66;17906,77;26121,36;11180,30;85761,98;8916,22;10950,92;2146,67;15515,29;851,65;23999,80;281188,62;582119,80
2003;255122,15;358695,26;5429,64;36741,32;22130,80;8061,43;7490,00;3561,17;697231,77;83501,93;18646,20;23361,62;11150,68;92010,92;10364,19;11027,29;2221,33;17523,57;3484,79;26392,91;299685,43;621135,87
2004;264476,47;387927,13;10493,14;33142,95;23786,16;7535,06;7530,28;5063,90;739955,10;89207,07;24527,38;24404,10;12449,02;97315,98;20234,53;10633,28;2282,90;17925,94;3775,29;31752,56;334508,04;677685,97
2005;256217,09;388664,41;10821,78;37201,20;20893,35;7933,38;8152,98;4660,41;734544,60;94279,46;23544,60;26721,23;12459,15;107137,99;23992,49;11159,09;2423,46;17404,00;4785,17;29581,68;353488,32;693744,90
2006;285732,19;397289,52;10119,14;41429,19;22166,81;7774,12;9199,64;4136,30;777846,91;99571,68;16705,42;29192,38;11622,57;111427,86;28046,34;11021,50;2423,48;17279,47;3454,68;29354,45;360099,83;722176,54
2007;298583,70;430434,18;13487,69;34366,32;21408,80;7660,34;9318,10;3897,83;819156,96;104306,95;16857,06;36231,79;12085,70;126548,14;35182,87;10283,17;2371,05;18136,61;4558,37;29580,75;396142,46;783643,25
2008;294545,60;437899,03;16436,68;34249,65;21867,56;7812,85;9619,57;10592,45;833023,40;109553,07;16213,80;46750,25;12846,78;126020,61;37682,08;9887,27;2529,09;18752,05;2673,01;33297,36;416205,36;800696,28
2009;256347,92;428406,70;9422,52;38201,23;22785,08;7673,08;9421,67;15007,38;787265,56;110493,78;14539,91;43227,99;12555,60;114852,05;29195,03;9607,19;2651,72;15455,48;2992,03;26981,38;382552,16;746170,44
2010;258828,03;428268,67;12605,37;36804,65;22785,08;8157,58;9152,31;21906,08;798507,79;115747,92;23301,14;48229,14;14629,84;130158,81;36664,86;9506,76;2628,27;16851,29;6061,68;28862,32;432642,01;792419,10
2011;251454,39;445191,24;16539,77;34637,52;19115,00;8717,54;9818,97;27006,88;812481,30;119668,88;18398,82;52810,16;14579,27;136129,14;44344,40;9469,62;2839,08;16793,06;2243,24;26812,34;444088,02;825703,25
2012;259307,18;455814,33;13333,38;32263,49;18503,32;7858,47;10094,82;28126,61;825301,60;123534,30;19630,31;56964,76;14556,05;127190,78;50869,25;10021,12;2529,23;18445,74;1989,49;27049,28;452780,31;833776,56
2013;262012,28;457489,51;12665,49;36190,63;18503,32;9005,94;9465,50;25626,16;830958,82;126847,92;20084,81;60313,61;14572,96;139320,02;45127,58;9131,06;3074,27;19433,37;1671,00;26273,53;465850,12;856063,78
2014;262501,49;466368,51;15464,42;35977,08;12845,28;8693,23;10224,81;31698,34;843773,15;127634,13;19162,00;59446,39;14406,27;127281,32;48400,86;8745,64;3209,53;18531,15;3054,43;29009,06;458880,77;855995,54
2015;262252,17;470115,54;15137,70;35650,02;22020,48;9128,71;9796,56;24690,99;848792,18;132769,29;19007,00;62635,13;14617,74;134535,95;45262,98;9088,30;3350,75;19966,54;3919,20;24793,80;469946,69;866508,47
2016;249618,41;485054,60;11720,34;32827,42;22239,75;8343,23;10383,78;31922,00;852109,53;134773,36;19271,87;64107,45;15093,04;134359,46;38738,63;9561,68;3007,61;18672,56;3608,91;23701,94;464896,50;868000,87
2017;243236,85;484468,52;11929,81;34931,05;17451,64;8333,79;12505,86;35214,16;848071,68;134227,71;18163,20;70360,04;15976,53;130547,61;24694,94;10050,30;2844,08;18861,72;3740,87;26574,67;456041,66;857345,41
2018;227398,51;487629,10;12967,74;35353,24;18498,36;7854,71;13434,75;32065,57;835201,99;134447,04;17125,45;69510,75;17173,18;121479,44;15120,86;10279,09;2825,75;19936,87;240,02;32022,24;440160,68;843266,95
2019;232530,40;484526,73;7315,35;30307,40;22001,24;10163,20;13099,51;32039,59;831983,41;129184,68;16923,50;66505,92;17659,81;116871,26;12972,68;9942,61;2876,61;16944,17;2016,32;26800,67;418698,24;830698,60
2020;207311,86;453272,09;8821,63;26337,37;27784,74;10033,16;11618,63;27712,36;772891,85;128445,11;15290,00;48642,53;5799,56;103971,48;18700,49;8496,33;2847,84;16153,23;5908,95;24227,72;378483,23;760516,36
2021;236239,32;457931,68;12472,89;21915,26;28225,52;9949,83;13496,77;37560,74;817792,01;133859,29;19558,00;64280,11;6211,04;131010,46;22751,75;10100,84;2887,71;17556,12;3768,26;26575,45;438559,05;825591,80
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Refineries;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;-216760,00;;;;;;;;-216760,00;;4790,00;42460,00;12200,52;48290,00;87469,99;;;4929,47;5040,00;7389,99;212569,97;-4190,03
1971;-236080,22;;;;;;;;-236080,22;;4092,48;46465,33;11384,07;57611,40;92785,95;;;5287,00;5430,00;8440,00;231496,24;-4583,98
1972;-238050,15;;;;;;;;-238050,15;;4610,29;47644,56;11418,47;57550,50;92239,54;;;5508,00;5380,00;9060,00;233411,37;-4638,78
1973;-242070,21;;;;;;;;-242070,21;;5080,58;51886,16;11700,33;59464,50;87609,05;;;5949,50;5890,00;10370,00;237950,13;-4120,08
1974;-238890,18;;;;;;;;-238890,18;;4192,36;51143,55;13133,43;57959,39;84608,63;;;6349,18;5659,45;11790,00;234835,99;-4054,19
1975;-222210,53;;;;;;;;-222210,53;;3451,88;45801,33;12815,84;54958,39;80996,69;;;5193,15;5050,00;10629,99;218897,26;-3313,27
1976;-233240,71;;;;;;;;-233240,71;;3798,75;46760,44;12991,84;60351,89;84071,35;;;5491,00;5180,00;11600,00;230245,26;-2995,46
1977;-250130,02;;;;;;;;-250130,02;;4022,20;49582,13;13081,82;64675,79;90609,63;;;6086,00;5670,00;13260,00;246987,57;-3142,45
1978;-249470,09;;;;;;;;-249470,09;;4498,10;51666,74;12684,84;65693,70;87692,39;;;6468,54;6810,00;11020,01;246534,31;-2935,79
1979;-256610,00;;;;;;;;-256610,00;;4010,05;53441,54;11826,04;69365,75;88599,80;;;5559,00;6149,99;14120,00;253072,16;-3537,83
1980;-266789,98;;;;;;;;-266789,98;;4962,77;60089,98;14099,41;76220,69;80561,42;;;5397,50;6490,00;14990,00;262811,79;-3978,20
1981;-267309,99;;;;;;;;-267309,99;;3898,79;60325,83;12432,10;77787,41;85692,02;;;5211,19;6609,99;11490,00;263447,32;-3862,66
1982;-257750,82;;;;;;;;-257750,82;;5051,59;59733,19;11278,21;77517,00;78320,27;;;3808,00;7369,99;10960,00;254038,25;-3712,57
1983;-247590,00;;;;;;;;-247590,00;;4998,30;59611,03;11668,57;77934,60;67216,33;;;4190,50;7470,00;11350,00;244439,34;-3150,66
1984;-239810,42;;;;;;;;-239810,42;;4692,57;57701,28;11503,16;79204,79;63326,71;;;4352,00;7180,01;8030,00;235990,53;-3819,89
1985;-232448,52;;;;;;;;-232448,52;;3969,84;52033,72;11394,65;78969,90;59390,79;;;4173,50;7520,00;7670,00;225122,41;-7326,12
1986;-219197,95;;;;;;;;-219197,95;;3839,64;51697,17;11484,36;76916,70;54529,88;;;4049,60;8050,63;7599,59;218167,57;-1030,38
1987;-215038,59;;;;;;;;-215038,59;;3827,88;49483,53;10985,04;74880,89;52695,09;;;4352,00;7739,76;8369,82;212334,01;-2704,58
1988;-220308,15;;;;;;;;-220308,15;;4468,80;50359,81;11079,72;78082,50;49980,15;;;4428,47;8490,56;8169,98;215059,99;-5248,15
1989;-227939,99;;;;;;;;-227939,99;;5391,96;57619,04;11869,71;78109,22;47721,93;;;4590,00;9259,40;7440,00;222001,25;-5938,74
1990;-231177,68;;;;;;;;-231177,68;;5064,87;62923,33;12177,82;81729,13;44885,65;;;4250,00;9449,53;7059,74;227540,07;-3637,61
1991;-231254,62;;;;;;;;-231254,62;;7579,76;67376,08;10965,06;85644,03;37635,74;;;5865,00;9759,99;6059,99;230885,66;-368,97
1992;-248134,97;;;;;;;;-248134,97;;9989,37;69621,93;11742,91;93378,79;32519,75;;;5950,00;11010,00;9900,00;244112,76;-4022,21
1993;-248187,41;;;;;;;;-248187,41;;8199,70;72320,11;12094,19;93707,20;31261,28;;;7225,00;10859,99;10480,00;246147,46;-2039,95
1994;-237723,52;;;;;;;;-237723,52;;9468,85;68918,88;13783,70;87337,91;26519,20;;;5950,00;9229,99;13380,00;234588,54;-3134,98
1995;-230179,38;;;;;;;;-230179,38;;8614,96;63617,36;13917,52;85695,89;21904,79;;;6970,00;9220,00;14930,00;224870,52;-5308,86
