Supply and demand series;;;;;;;;;;;;;;;;;;;;;;
Argentina - Production;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
2007;;-45557,42;;;;;;;-45557,42;;21879,67;11464,61;;;;;;;;12204,15;45548,43;-8,99
2008;;-49519,09;;;;;;;-49519,09;;20522,10;13572,70;;;;;;;;15420,47;49515,27;-3,82
2009;;-46737,13;;;;;;;-46737,13;;20104,10;13273,15;;;;;;;;13354,95;46732,20;-4,93
2010;;-48055,97;;;;;;;-48055,97;;22650,44;13008,53;;;;;;;;12393,99;48052,95;-3,02
2011;;-42262,26;;;;;;;-42262,26;;19231,20;12056,73;;;;;;;;10975,35;42263,28;1,02
2012;;-41611,14;;;;;;;-41611,14;;16787,29;12380,23;;;;;;;;12445,40;41612,92;1,78
2013;;-38273,89;;;;;;;-38273,89;;16018,99;11414,95;;;;;;;;10840,68;38274,62;0,73
2014;;-41249,65;;;;;;;-41249,65;;15510,00;11904,56;;;;;;;;13835,78;41250,34;0,69
2015;;-38168,41;;;;;;;-38168,41;;18753,26;10095,48;;;;;;;;9318,58;38167,32;-1,09
2016;;-37032,55;;;;;;;-37032,55;;16907,00;9461,54;;;;;;;;10665,37;37033,91;1,36
2017;;-37594,63;;;;;;;-37594,63;;17303,00;9168,94;;;;;;;;11119,22;37591,16;-3,47
2018;;-46511,84;;;;;;;-46511,84;;19212,60;9794,56;;;;;;;;17506,86;46514,02;2,18
2019;;-46597,32;;;;;;;-46597,32;;21947,20;10087,94;;;;;;;;14565,36;46600,50;3,17
2020;;-43131,20;;;;;;;-43131,20;;19470,00;9879,93;;;;;;;;13785,01;43134,94;3,73
2021;;-44368,11;;;;;;;-44368,11;;21780,00;9630,01;;;;;;;;12958,07;44368,08;-0,03
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Charcoal plants;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;;;;;-7210,50;;;-7210,50;;;;;;;;3392,95;;;;3392,95;-3817,55
1971;;;;;;-7491,10;;;-7491,10;;;;;;;;3529,45;;;;3529,45;-3961,66
1972;;;;;;-6180,10;;;-6180,10;;;;;;;;2417,96;;;;2417,96;-3762,14
1973;;;;;;-4238,90;;;-4238,90;;;;;;;;2001,97;;;;2001,97;-2236,93
1974;;;;;;-7399,10;;;-7399,10;;;;;;;;3477,45;;;;3477,45;-3921,66
1975;;;;;;-3410,90;;;-3410,90;;;;;;;;1930,47;;;;1930,47;-1480,43
1976;;;;;;-3220,00;;;-3220,00;;;;;;;;2001,97;;;;2001,97;-1218,03
1977;;;;;;-3929,99;;;-3929,99;;;;;;;;2112,47;;;;2112,47;-1817,52
1978;;;;;;-5729,30;;;-5729,30;;;;;;;;3236,95;;;;3236,95;-2492,35
1979;;;;;;-3769,70;;;-3769,70;;;;;;;;2138,47;;;;2138,47;-1631,23
1980;;;;;;-4271,10;;;-4271,10;;;;;;;;2411,46;;;;2411,46;-1859,64
1981;;;;;;-3259,10;;;-3259,10;;;;;;;;1839,47;;;;1839,47;-1419,63
1982;;;;;;-2679,50;;;-2679,50;;;;;;;;1507,98;;;;1507,98;-1171,52
1983;;;;;;-3320,01;;;-3320,01;;;;;;;;1878,47;;;;1878,47;-1441,53
1984;;;;;;-3320,01;;;-3320,01;;;;;;;;1878,47;;;;1878,47;-1441,53
1985;;;;;;-3190,01;;;-3190,01;;;;;;;;1800,47;;;;1800,47;-1389,54
1986;;;;;;-2550,70;;;-2550,70;;;;;;;;1442,98;;;;1442,98;-1107,72
1987;;;;;;-2628,90;;;-2628,90;;;;;;;;1488,48;;;;1488,48;-1140,42
1988;;;;;;-3841,00;;;-3841,00;;;;;;;;2170,97;;;;2170,97;-1670,03
1989;;;;;;-3450,00;;;-3450,00;;;;;;;;1949,97;;;;1949,97;-1500,03
1990;;;;;;-6354,71;;;-6354,71;;;;;;;;2028,56;;;;2028,56;-4326,15
1991;;;;;;-5745,53;;;-5745,53;;;;;;;;1835,36;;;;1835,36;-3910,16
1992;;;;;;-5975,92;;;-5975,92;;;;;;;;2290,75;;;;2290,75;-3685,17
1993;;;;;;-6299,92;;;-6299,92;;;;;;;;2415,02;;;;2415,02;-3884,90
1994;;;;;;-7340,30;;;-7340,30;;;;;;;;2346,02;;;;2346,02;-4994,28
1995;;;;;;-8074,69;;;-8074,69;;;;;;;;2580,62;;;;2580,62;-5494,08
1996;;;;;;-8060,77;;;-8060,77;;;;;;;;2573,72;;;;2573,72;-5487,05
1997;;;;;;-5290,36;;;-5290,36;;;;;;;;2028,59;;;;2028,59;-3261,77
1998;;;;;;-5399,93;;;-5399,93;;;;;;;;2069,96;;;;2069,96;-3329,97
1999;;;;;;-5399,93;;;-5399,93;;;;;;;;2415,02;;;;2415,02;-2984,91
2000;;;;;;-3336,43;;;-3336,43;;;;;;;;2034,67;;;;2034,67;-1301,76
2001;;;;;;-3458,57;;;-3458,57;;;;;;;;2109,33;;;;2109,33;-1349,24
2002;;;;;;-3522,86;;;-3522,86;;;;;;;;2146,67;;;;2146,67;-1376,19
2003;;;;;;-3651,43;;;-3651,43;;;;;;;;2221,33;;;;2221,33;-1430,10
2004;;;;;;-3375,42;;;-3375,42;;;;;;;;2282,90;;;;2282,90;-1092,53
2005;;;;;;-3583,26;;;-3583,26;;;;;;;;2423,46;;;;2423,46;-1159,80
2006;;;;;;-3583,29;;;-3583,29;;;;;;;;2423,48;;;;2423,48;-1159,81
2007;;;;;;-3505,76;;;-3505,76;;;;;;;;2371,05;;;;2371,05;-1134,72
2008;;;;;;-3739,44;;;-3739,44;;;;;;;;2529,09;;;;2529,09;-1210,35
2009;;;;;;-3920,76;;;-3920,76;;;;;;;;2651,72;;;;2651,72;-1269,04
2010;;;;;;-3886,08;;;-3886,08;;;;;;;;2628,27;;;;2628,27;-1257,81
2011;;;;;;-4197,78;;;-4197,78;;;;;;;;2839,08;;;;2839,08;-1358,70
2012;;;;;;-3739,65;;;-3739,65;;;;;;;;2529,23;;;;2529,23;-1210,42
2013;;;;;;-4545,52;;;-4545,52;;;;;;;;3074,27;;;;3074,27;-1471,26
2014;;;;;;-4745,53;;;-4745,53;;;;;;;;3209,53;;;;3209,53;-1535,99
2015;;;;;;-4954,33;;;-4954,33;;;;;;;;3350,75;;;;3350,75;-1603,58
2016;;;;;;-4446,97;;;-4446,97;;;;;;;;3007,61;;;;3007,61;-1439,36
2017;;;;;;-4205,17;;;-4205,17;;;;;;;;2844,08;;;;2844,08;-1361,09
2018;;;;;;-4178,07;;;-4178,07;;;;;;;;2825,75;;;;2825,75;-1352,32
2019;;;;;;-4253,27;;;-4253,27;;;;;;;;2876,61;;;;2876,61;-1376,66
2020;;;;;;-4210,74;;;-4210,74;;;;;;;;2847,84;;;;2847,84;-1362,90
2021;;;;;;-4269,69;;;-4269,69;;;;;;;;2887,71;;;;2887,71;-1381,98
;;;;;;;;;;;;;;;;;;;;;;
"Argentina - Coke plants and blast furnaces
";;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;;-5652,16;;;;;;-5652,16;;;;;;;999,59;-877,49;3040,67;-890,00;2010,01;6050,27;-1369,37
1971;;;-4401,37;;;;;;-4401,37;;;;;;;1101,59;-942,49;3189,80;-1340,00;1800,00;6091,40;-592,46
1972;;;-3480,97;;;;;;-3480,97;;;;;;;550,80;-1000,98;2827,70;-1160,01;2120,00;5498,50;-143,47
1973;;;-4501,66;;;;;;-4501,66;;;;;;;1699,99;-571,99;2328,73;-1360,00;1970,00;5998,71;-434,95
1974;;;-5770,15;;;;;;-5770,15;;;;;;;958,79;-532,99;3129,49;-1859,65;3030,00;7118,28;-1044,52
1975;;;-6849,85;;;;;;-6849,85;;;;;;;1019,99;-1026,98;3280,40;-1369,99;4270,00;8570,39;-676,44
1976;;;-7439,84;;;;;;-7439,84;;;;;;;822,79;-1156,98;3839,20;-1200,00;3640,00;8301,99;-1494,83
1977;;;-6371,95;;;;;;-6371,95;;;;;;;1509,59;-1572,98;3478,30;-1470,00;3280,00;8267,88;-1147,04
1978;;;-7127,14;;;;;;-7127,14;;;;;;;149,60;-870,99;3590,24;-1110,00;4370,00;8109,84;-998,30
1979;;;-6130,05;;;;;;-6130,05;;;;;;;591,59;-870,99;2879,85;-1450,00;3420,00;6891,44;-1559,60
1980;;;-5770,15;;;;;;-5770,15;;;;;;;401,20;-1000,98;2508,39;-280,00;3139,99;6049,58;-1001,56
1981;;;-4708,16;;;;;;-4708,16;;;;;;;27,20;-1000,98;2227,42;-500,00;3229,99;5484,61;-724,53
1982;;;-5168,36;;;;;;-5168,36;;;;;;;938,39;-1000,98;2451,74;-1470,00;3580,00;6970,13;-669,21
1983;;;-4631,46;;;;;;-4631,46;;;;;;;768,39;-981,48;2178,05;-1520,00;2710,00;5656,45;-1476,50
1984;;;-3380,67;;;;;;-3380,67;;;;;;;1652,39;-1390,98;2431,20;-2580,00;2710,00;6793,59;-558,07
1985;;;-5781,95;;;;;;-5781,95;;;;;;;2311,98;-1280,48;3609,67;-4190,00;3829,99;9751,64;-1500,80
1986;;;-7268,74;;;;;;-7268,74;;;;;;;1890,38;-1221,98;3259,94;-4529,78;5190,37;10340,70;-2679,81
1987;;;-7858,74;;;;;;-7858,74;;;;;;;1509,59;-1059,48;3629,55;-3709,59;5100,16;10239,31;-2388,50
1988;;;-6961,95;;;;;;-6961,95;;;;;;;2080,78;-968,49;3931,64;-4299,40;4070,42;10082,84;-2147,00
1989;;;-9038,73;;;;;;-9038,73;;;;;;;2631,58;-1039,98;4667,25;-4049,60;5280,58;12579,41;-1548,90
1990;;;-9574,43;;;;;;-9574,43;;;;;;;1903,98;-1103,98;4158,00;-3999,64;4919,75;10981,74;-3696,31
1991;;;-6936,92;;;;;;-6936,92;;;;;;;2175,98;-689,99;3516,39;-4000,00;2730,00;8422,37;-3204,54
1992;;;-6747,93;;;;;;-6747,93;;;;;;;2719,98;-669,29;3564,99;-3500,00;2650,00;8934,98;-1982,24
1993;;;-5011,95;;;;;;-5011,95;;;;;;;204,00;-20,70;2580,50;-1580,00;2460,00;5244,50;-1368,14
1994;;;-5221,94;;;;;;-5221,94;;;;;;;156,40;-565,79;3252,25;-2110,00;3139,99;6548,65;-1349,08
1995;;;-5032,95;;;;;;-5032,95;;;;;;;258,40;-462,29;3244,20;-1940,01;2210,00;5712,60;-1722,64
1996;;;-6173,93;;;;;;-6173,93;;;;;;;110,02;-503,69;4281,15;-2580,00;2860,01;7251,18;-2006,44
1997;;;-6050,77;;;;;;-6050,77;;;;;;;183,60;-483,00;4506,35;-2870,00;2820,00;7509,95;-1893,82
1998;;;-6320,93;;;;;;-6320,93;;;;;;;1829,98;-427,79;4643,05;-5050,00;2880,00;9353,03;-2445,69
1999;;;-5802,94;;;;;;-5802,94;;;;;;;2196,38;;4212,60;-6000,00;2760,00;9168,98;-2633,96
2000;;;-4185,31;;;;;;-4185,31;;;;;;;-8007,64;;6089,64;0,00;5253,01;11342,65;-850,30
2001;;;-5049,84;;;;;;-5049,84;;;;;;;-7702,76;;6387,64;0,00;5436,96;11824,60;-928,00
2002;;;-5118,99;;;;;;-5118,99;;;;;;;-7584,25;;6365,36;0,00;5408,38;11773,73;-929,50
2003;;;-6253,86;;;;;;-6253,86;;;;;;;-7562,55;;6942,02;0,00;5823,97;12765,99;-1050,42
2004;;;-8044,47;;;;;;-8044,47;;;;;;;-7164,69;;7673,71;0,00;6312,43;13986,15;-1223,02
2005;;;-6774,49;;;;;;-6774,49;;;;;;;-7748,65;;7302,64;0,00;6104,81;13407,45;-1115,69
2006;;;-6421,20;;;;;;-6421,20;;;;;;;-7592,36;;7043,23;0,00;5900,43;12943,66;-1069,90
2007;;;-8760,76;;;;;;-8760,76;;;;;;;-6889,72;;7909,66;;6454,56;14364,22;-1286,27
2008;;;-10508,06;;;;;;-10508,06;;;;;;;-6624,47;;8683,91;;6987,78;15671,68;-1460,84
2009;;;-4200,33;;;;;;-4200,33;;;;;;;-6436,82;;5327,71;;4536,06;9863,78;-773,38
2010;;;-8295,65;;;;;;-8295,65;;;;;;;-6369,53;;7414,07;;6040,85;13454,92;-1210,26
2011;;;-6920,67;;;;;;-6920,67;;;;;;;-6344,65;;6690,32;;5513,79;12204,11;-1061,20
2012;;;-6348,86;;;;;;-6348,86;;;;;;;-6714,15;;6575,47;;5469,33;12044,80;-1018,21
2013;;;-8067,17;;;;;;-8067,17;;;;;;;-6117,81;;7172,49;;5839,38;13011,87;-1173,11
2014;;;-8067,17;;;;;;-8067,17;;;;;;;-5859,58;;7045,95;;5720,59;12766,55;-1160,20
2015;;;-8188,15;;;;;;-8188,15;;;;;;;-6089,16;;7221,06;;5871,57;13092,63;-1184,68
2016;;;-6169,59;;;;;;-6169,59;;;;;;;-6406,33;;6331,87;;5260,51;11592,37;-983,55
2017;;;-6868,83;;;;;;-6868,83;;;;;;;-6733,70;;6854,13;;5673,31;12527,45;-1075,08
2018;;;-7602,51;;;;;;-7602,51;;;;;;;-6886,99;;7308,92;;6018,96;13327,88;-1161,62
2019;;;-5194,97;;;;;;-5194,97;;;;;;;-6661,55;;5952,56;;5012,43;10964,98;-891,54
2020;;;-5719,00;;;;;;-5719,00;;;;;;;-5692,54;;5748,93;;4763,20;10512,13;-899,42
2021;;;-7030,55;;;;;;-7030,55;;;;;;;-6767,56;;6954,42;;5749,54;12703,96;-1094,16
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Distilleries;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;;;;;;;;;;;;;;;;;;;;;
1971;;;;;;;;;;;;;;;;;;;;;;
1972;;;;;;;;;;;;;;;;;;;;;;
1973;;;;;;;;;;;;;;;;;;;;;;
1974;;;;;;;;;;;;;;;;;;;;;;
1975;;;;;;;;;;;;;;;;;;;;;;
1976;;;;;;;;;;;;;;;;;;;;;;
1977;;;;;;;;;;;;;;;;;;;;;;
1978;;;;;;;;;;;;;;;;;;;;;;
1979;;;;;;;;;;;;;;;;;;;;;;
1980;;;;;;;;;;;;;;;;;;;;;;
1981;;;;;;;;;;;;;;;;;;;;;;
1982;;;;;;;;;;;;;;;;;;;;;;
1983;;;;;;;;;;;;;;;;;;;;;;
1984;;;;;;;;;;;;;;;;;;;;;;
1985;;;;;;;;;;;;;;;;;;;;;;
1986;;;;;;;;;;;;;;;;;;;;;;
1987;;;;;;;;;;;;;;;;;;;;;;
1988;;;;;;;;;;;;;;;;;;;;;;
1989;;;;;;;;;;;;;;;;;;;;;;
1990;;;;;;;;;;;;;;;;;;;;;;
1991;;;;;;;;;;;;;;;;;;;;;;
1992;;;;;;;;;;;;;;;;;;;;;;
1993;;;;;;;;;;;;;;;;;;;;;;
1994;;;;;;;;;;;;;;;;;;;;;;
1995;;;;;;;;;;;;;;;;;;;;;;
1996;;;;;;;;;;;;;;;;;;;;;;
1997;;;;;;;;;;;;;;;;;;;;;;
1998;;;;;;;;;;;;;;;;;;;;;;
1999;;;;;;;;;;;;;;;;;;;;;;
2000;;;;;;;;;;;;0,00;;;;;;;;;;
2001;;;;;;;;;;;;0,00;;;;;;;;;;
2002;;;;;;;;;;;;0,00;;;;;;;;;;
2003;;;;;;;;;;;;0,00;;;;;;;;;;
2004;;;;;;;;;;;;0,00;;;;;;;;;;
2005;;;;;;;;;;;;0,00;;;;;;;;;;
2006;;;;;;;;;;;;0,00;;;;;;;;;;
2007;;;;;;;;;;;;;;;;;;;;;;
2008;;;;;;;;;;;;;;;;;;;;;;
2009;;;;;;;-121,55;;-121,55;;;118,01;;;;;;;;;118,01;-3,54
2010;;;;;;;-651,81;;-651,81;;;632,85;;;;;;;;;632,85;-18,97
2011;;;;;;;-905,87;;-905,87;;;879,50;;;;;;;;;879,50;-26,36
2012;;;;;;;-1199,95;-106,96;-1306,91;;;1268,88;;;;;;;;;1268,88;-38,03
2013;;;;;;;-1590,20;-874,41;-2464,61;;;2392,89;;;;;;;;;2392,89;-71,72
2014;;;;;;;-1564,52;-1937,01;-3501,52;;;3399,63;;;;;;;;;3399,63;-101,89
2015;;;;;;;-1753,81;-2500,53;-4254,34;;;4130,53;;;;;;;;;4130,53;-123,81
2016;;;;;;;-2087,54;-2555,69;-4643,23;;;4508,11;;;;;;;;;4508,11;-135,12
2017;;;;;;;-2885,98;-2879,83;-5765,81;;;5598,03;;;;;;;;;5598,03;-167,79
2018;;;;;;;-2755,65;-3055,42;-5811,07;;;5641,97;;;;;;;;;5641,97;-169,10
2019;;;;;;;-2711,32;-2889,56;-5600,88;;;5437,90;;;;;;;;;5437,90;-162,99
2020;;;;;;;-2009,49;-2209,97;-4219,46;;;4096,67;;;;;;;;;4096,67;-122,79
2021;;;;;;;-2473,73;-2785,74;-5259,46;;;5106,41;;;;;;;;;5106,41;-153,05
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Other centers;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;;;;;;;;;;;;;;;;;;;;;
1971;;;;;;;;;;;;;;;;;;;;;;
1972;;;;;;;;;;;;;;;;;;;;;;
1973;;;;;;;;;;;;;;;;;;;;;;
1974;;;;;;;;;;;;;;;;;;;;;;
1975;;;;;;;;;;;;;;;;;;;;;;
1976;;;;;;;;;;;;;;;;;;;;;;
1977;;;;;;;;;;;;;;;;;;;;;;
1978;;;;;;;;;;;;;;;;;;;;;;
1979;;;;;;;;;;;;;;;;;;;;;;
1980;;;;;;;;;;;;;;;;;;;;;;
1981;;;;;;;;;;;;;;;;;;;;;;
1982;;;;;;;;;;;;;;;;;;;;;;
1983;;;;;;;;;;;;;;;;;;;;;;
1984;;;;;;;;;;;;;;;;;;;;;;
1985;;;;;;;;;;;;;;;;;;;;;;
1986;;;;;;;;;;;;;;;;;;;;;;
1987;;;;;;;;;;;;;;;;;;;;;;
1988;;;;;;;;;;;;;;;;;;;;;;
1989;;;;;;;;;;;;;;;;;;;;;;
1990;;;;;;;;;;;;;;;;;;;;;;
1991;;;;;;;;;;;;;;;;;;;;;;
1992;;;;;;;;;;;;;;;;;;;;;;
1993;;;;;;;;;;;;;;;;;;;;;;
1994;;;;;;;;;;;;;;;;;;;;;;
1995;;;;;;;;;;;;;;;;;;;;;;
1996;;;;;;;;;;;;;;;;;;;;;;
1997;;;;;;;;;;;;;;;;;;;;;;
1998;;;;;;;;;;;;;;;;;;;;;;
1999;;;;;;;;;;;;;;;;;;;;;;
2000;;;;;;;;0,00;;;0,00;0,00;;0,00;0,00;;;0,00;0,00;0,00;;
2001;;;;;;;;0,00;;;0,00;0,00;;0,00;0,00;;;0,00;0,00;0,00;;
2002;;;;;;;;0,00;;;0,00;0,00;;0,00;0,00;;;0,00;0,00;0,00;;
2003;;;;;;;;0,00;;;0,00;0,00;;0,00;0,00;;;0,00;0,00;0,00;;
2004;;;;;;;;0,00;;;0,00;0,00;;0,00;0,00;;;0,00;0,00;0,00;;
2005;;;;;;;;0,00;;;0,00;0,00;;0,00;0,00;;;0,00;0,00;0,00;;
2006;;;;;;;;0,00;;;0,00;0,00;;0,00;0,00;;;0,00;0,00;0,00;;
2007;;;;;;;;;;;;;;;;;;;;;;
2008;;;;;;;;-6313,91;-6313,91;;;;;6056,31;;;;;;;6056,31;-257,61
2009;;;;;;;;-10602,70;-10602,70;;;;;10170,11;;;;;;;10170,11;-432,59
2010;;;;;;;;-17173,55;-17173,55;;;;;16472,87;;;;;;;16472,87;-700,68
2011;;;;;;;;-22250,87;-22250,87;;;;;21343,03;;;;;;;21343,03;-907,84
2012;;;;;;;;-22434,53;-22434,53;;;;;21519,20;;;;;;;21519,20;-915,33
2013;;;;;;;;-18874,78;-18874,78;;;;;18104,69;;;;;;;18104,69;-770,09
2014;;;;;;;;-23872,23;-23872,23;;;;;22898,24;;;;;;;22898,24;-973,99
2015;;;;;;;;-16725,42;-16725,42;;;;;16043,02;;;;;;;16043,02;-682,40
2016;;;;;;;;-24674,26;-24674,26;;;;;23667,55;;;;;;;23667,55;-1006,71
2017;;;;;;;;-26642,80;-26642,80;;;;;25555,77;;;;;;;25555,77;-1087,03
2018;;;;;;;;-22537,61;-22537,61;;;;;21618,07;;;;;;;21618,07;-919,53
2019;;;;;;;;-19923,59;-19923,59;;;;;19110,71;;;;;;;19110,71;-812,88
2020;;;;;;;;-10738,68;-10738,68;;;;;10300,54;;;;;;;10300,54;-438,14
2021;;;;;;;;-15993,14;-15993,14;;;;;15340,62;;;;;;;15340,62;-652,52
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Total transformation;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;-216760,00;-12673,91;-8301,72;-1670,00;;-7231,20;-149,99;-240,01;-247026,83;;;;;-8509,99;-33839,99;;-877,49;-1020,03;-990,00;;-45237,51;-50341,17
1971;-236080,22;-13752,89;-7497,33;-1660,00;;-7511,80;-160,00;-250,00;-266912,24;;;;;-10231,21;-36562,42;;-942,49;-957,94;-1440,01;;-50134,07;-54013,93
1972;-238050,15;-16898,55;-6029,74;-1620,02;;-6219,20;-230,00;-280,00;-269327,66;;;;;-9517,81;-40146,43;;-1000,98;-759,04;-1280,01;;-52704,28;-56707,31
1973;-242070,21;-21065,09;-7201,63;-3220,25;;-4268,80;-170,01;-219,99;-278215,98;;;;;-9665,70;-37988,62;;-571,99;-824,35;-1460,01;;-50510,67;-56305,33
1974;-238890,18;-21446,88;-8765,32;-5370,00;-4540,39;-7429,00;-189,99;-210,00;-286841,76;;;;;-8665,21;-33580,37;;-532,99;-757,74;-1969,29;;-45505,59;-59571,17
1975;-222210,53;-23936,84;-9693,81;-5590,09;-8770,18;-3500,60;-180,00;-200,00;-274082,04;;;;;-8473,43;-31644,83;;-1026,98;-837,86;-1400,00;;-43383,10;-58653,58
1976;-233240,71;-24758,53;-10550,20;-5390,09;-9050,12;-3249,99;-170,01;-230,00;-286639,65;;;;;-9717,86;-33913,78;;-1156,98;-1083,30;-1300,01;;-47171,94;-62453,46
1977;-250130,02;-24824,93;-8661,52;-6200,00;-6528,67;-3969,99;-170,01;-260,00;-300745,13;;;;;-11779,79;-37645,96;;-1572,98;-1073,30;-1610,00;;-53682,03;-64786,58
1978;-249470,09;-21637,78;-10295,10;-8330,00;-10683,27;-5759,20;-170,01;-260,00;-306605,46;;;;;-9178,49;-34163,82;;-870,99;-1142,51;-1250,01;;-46605,81;-62871,15
1979;-256610,00;-23472,05;-9046,01;-11460,00;-9629,78;-3850,20;-180,00;-470,01;-314718,05;;;;;-10857,64;-36904,60;;-870,99;-943,15;-1590,00;;-51166,37;-67180,57
1980;-266789,98;-29041,27;-9226,11;-16280,00;-8369,55;-4330,90;-230,00;-449,99;-334717,81;;;;;-7829,99;-29042,48;;-1000,98;-1213,60;-430,00;;-39517,06;-63801,89
1981;-267309,99;-31929,62;-8322,52;-15790,00;-10359,81;-3309,70;-379,99;-379,99;-337781,62;;;;;-6716,06;-26273,45;-108,80;-1000,98;-854,88;-629,99;;-35584,18;-60567,42
1982;-257750,82;-41059,49;-8069,92;-18910,00;-6689,90;-2789,90;-330,00;-379,98;-335980,02;;;;;-6281,39;-18577,55;;-1000,98;-1174,50;-1520,00;;-28554,43;-55619,14
1983;-247590,00;-43126,16;-7950,62;-19799,99;-12099,80;-3420,01;-300,00;-780,00;-335066,57;;;;;-6794,70;-19688,89;;-981,48;-1538,25;-1580,00;;-30583,32;-63844,54
1984;-239810,42;-45184,53;-5223,85;-21370,00;-15060,45;-3550,01;-300,00;-310,01;-330809,25;;;;;-6507,60;-16706,85;;-1390,98;-2074,59;-2620,00;;-29300,02;-62679,24
1985;-232448,52;-47973,28;-7862,73;-22200,00;-18069,57;-3510,01;-280,00;-289,99;-332634,11;;;;;-5359,20;-10224,14;;-1280,48;-2183,99;-4239,96;;-23287,78;-66038,90
1986;-219197,95;-48197,38;-9990,31;-22610,00;-17959,77;-2870,40;-299,76;-299,76;-321425,34;;;;;-6411,92;-18869,81;;-1221,98;-3150,31;-4579,74;;-34233,76;-69313,43
1987;-215038,59;-46794,70;-10544,30;-23560,00;-19640,41;-2948,60;-309,48;-130,45;-318966,54;;;;;-6142,20;-23939,68;;-1059,48;-2430,90;-3759,55;;-37331,81;-72685,76
1988;-220308,15;-68507,18;-11425,89;-16440,00;-17110,05;-4160,70;-340,01;-230,37;-338522,35;;;;;-7020,90;-31519,87;;-968,49;-2338,44;-4349,36;;-46197,06;-97824,24
